id,img_generation_promt,rating,img_path
77,"City scene; office, room and house, interior and exterior scene, hyper realistic, 8k, octane render, architectural, surreal, art",2,all_data/2/77.jpg
78,"A high definition picture of the earth, wide screen, photo.",2,all_data/2/78.jpg
79,"A war scene with lots of guns and explosions, war epic, war.",2,all_data/2/79.jpg
80,"A fantasy vista shot from a magical lands, landscape, hyperrealism, hyper realism, hyper realistic, 8k, epic, vram, 4.",2,all_data/2/80.jpg
81,A dark city urban landscape shot featuring a tall industrial chimney in skyline.,2,all_data/2/81.jpg
82,"A close up of a group of friends eating pizza, eating,.",1,all_data/1/82.jpg
83,"The view to an exotic waterway to a distant city from a watertower, beautiful seascape, artist, 8k, atmospheric, epic compositio",2,all_data/2/83.jpg
84,"Light effect lighting, atmoshpere, 8k, atmospheric, cinematic, octane render, artstation landscape photography.",1,all_data/1/84.jpg
85,"A portrait of the famous actor and director, a master of cinema, an icon of the 1960s and 70s, a genius, the last century, the g",1,all_data/1/85.jpg
86,"This portrait was created with photoshop cs6, background pattern with phot.",1,all_data/1/86.jpg
87,"Contemporary abstract work in dark tone, charcoal & graphite, oil on canvas, realism,.",2,all_data/2/87.jpg
88,"Large scale, landscape, epic, epic composition, epic landscapes, large objects, architecture, large view of space.",2,all_data/2/88.jpg
89,"An exotic world, an exotic paradise, an indonesia island,.",2,all_data/2/89.jpg
90,"A little town with houses and trees, surreal landscapes, 3d animation character painting, epic, high detail, art.",2,all_data/2/90.jpg
91,This video is a list of the top 80 things to see.,1,all_data/1/91.jpg
92,The movie industry's most expensive film production company has to be a major concern.,1,all_data/1/92.jpg
93,"Modern luxury hotel, artstyle architecture, high ceiling, large windows, glass walls views ocean and city, artstation landscape",2,all_data/2/93.jpg
94,"A modern glass and steel office building skyscape, skyscraper, architecture, interior, 3d walkthrough, 360 images, industrial de",2,all_data/2/94.jpg
95,"Modern day landscape in the desert, hyperrealisitic, 8k, octane render, 8k photostudio, artstation landscape vista photography.",2,all_data/2/95.jpg
96,"The best Zelda art collection all of the best Zelda art collection,.",2,all_data/2/96.jpg
97,A high quality custom made design made to be.,2,all_data/2/97.jpg
98,"The castle of Albrecht Dürer in renaissance style, gothic.",2,all_data/2/98.jpg
99,"The legend of Zelda, atmospheric, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista ph",2,all_data/2/99.jpg
100,"Cascading fire, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",2,all_data/2/100.jpg
101,"A new kind of super plane made using advanced aerodynamics, in a black background a futuristic design of superfast, next generat",1,all_data/1/101.jpg
102,"An interactive, virtual simulation of the solar System in 3d based on the Theory of Special.",2,all_data/2/102.jpg
103,"Amazing landscape design for modern architecture, super realistic, very high quality, high contrast, ultra.",1,all_data/1/103.jpg
104,"The Legend of Zelda world made of fire, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vi",3,all_data/3/104.jpg
105,"Beautiful city scenery, panorama in seashore, city landscape, architecture, architecture, architecture, cityscape architecture,",3,all_data/3/105.jpg
106,"City scenery, vintage car, pedestrian walkways, skyscrapers, city background, sunset, open architecture, concrete, background, l",3,all_data/3/106.jpg
107,"Clean portrait of an action hero, 3d concept art.",2,all_data/2/107.jpg
108,"Dreamscape, fantasy, fantasy fantasy, 8k, epic, epic landscape, landscape, artstation photography.",3,all_data/3/108.jpg
109,"Realism on hyper detailed, hyper quality, 8 k, render, art director.",2,all_data/2/109.jpg
110,A city with a skyline lit with lights.,3,all_data/3/110.jpg
111,"A space of quiet, minimalist interior design with a lot of wood and glass,.",3,all_data/3/111.jpg
112,A very original painting by an artist who calls himself a minimalist artist and who uses just a.,0,all_data/0/112.jpg
113,"A city was made out of glass, realistic, natural lighting and lighting effects, artstation realistic art, octane.",3,all_data/3/113.jpg
114,One of the largest buildings of the city skyline with an empty plaza.,3,all_data/3/114.jpg
115,"A night scene in a futuristic world, in a forest, a building.",3,all_data/3/115.jpg
116,Concept art of a warrior in a landscape with a.,2,all_data/2/116.jpg
117,A cinematic shot of a futuristic super jet.,3,all_data/3/117.jpg
118,"The Legend of Zelda concept art, hyper realistic 8k, epic composition, cinematic, octane render, artstation concept art photogra",1,all_data/1/118.jpg
119,A dystopian future with all sorts of technologies we cant even imagine yet.,3,all_data/3/119.jpg
120,"This project is a collection of ideas, concepts, sketches, and doodles all related to urban architecture in San Francisco.",1,all_data/1/120.jpg
121,"Modern architecture architectural, skyscraper building design, architecture concept art, futuristic, design, futuristic futurist",3,all_data/3/121.jpg
122,"Dark serene landscapes, atmospheric, hyper realist, 8k, epic composition, cinematic, octane render, artstation landscape.",2,all_data/2/122.jpg
123,"A still from a short film by David Lynch, shot in a futuristic city in the year 2100, it looks very similar to our world but wit",1,all_data/1/123.jpg
124,a world made of light with a different color and texture.,3,all_data/3/124.jpg
125,"A landscape of the desert, ancient, ancients, with pyramids, mountains around the land are rocky with a.",2,all_data/2/125.jpg
126,"Art photograph, portrait, full length, natural light, 3d, photographer, artsy, portraiture, fine art, fashion.",1,all_data/1/126.jpg
127,"Abstract futuristic, hyper real, hyper stylized, 8k, artstation, abstract, abstract design, abstract world.",1,all_data/1/127.jpg
128,"Beach city in high desert, futuristic, hyper realistic, 8k, cinematic, octane render, artstation landscape vista photography.",3,all_data/3/128.jpg
129,"Cool city design, minimalist, modern, city landscape design, cityscape photography, architecture, architecture, architecture pho",2,all_data/2/129.jpg
130,"Beautiful rendering on a real city, realistic, realistic city photobooks, real photos, 8k.",1,all_data/1/130.jpg
131,"A small square shaped picture made by glass plate, vintage image, photo quality, photo editing.",1,all_data/1/131.jpg
132,"An abstract painting illustration of a beautiful nature scene featuring red, orange, yellow, blue, green and black.",1,all_data/1/132.jpg
133,"Landscapes with mountains and ocean, rivers, roads, towns, valleys, roads, hills.",3,all_data/3/133.jpg
134,"Photorealistic and hyper detailed concept of a fictional dragon, 8k.",3,all_data/3/134.jpg
135,"The city of new york a futuristic city, futuristic architecture, unreal engine, hyper detailed, 8k composition.",2,all_data/2/135.jpg
136,"Urban jungle animal, urban landscape, graffiti, contemporary, contemporary street, graffiti street art,.",3,all_data/3/136.jpg
137,"The Great Battle Of Mount Hua, Epic atmosphere, Epic atmosphere, Epic atmosphere, Epic atmosphere, Epic atmosphere, Epic atmosph",1,all_data/1/137.jpg
138,"The Legend of Zelda character design: Majora's masks, shield, shield back.",3,all_data/3/138.jpg
139,"Modern city view with tall building, urban modern style, architecture, blue city,.",2,all_data/2/139.jpg
140,"Canyons, rocky mountain vista, panoramic, majestic landscape of.",1,all_data/1/140.jpg
141,"Medieval tower wall art, high definition, realistic, city, realistic, realistic 3d painting, realistic 3d.",1,all_data/1/141.jpg
142,"Ethereal, dreamlike, night sky, sunset light, misty trees, water reflection, waterfall, underwater, underwater effects, underwat",1,all_data/1/142.jpg
143,"The interior of a large house in the forest overlooking a river, the living room,.",2,all_data/2/143.jpg
144,"Medieval fantasy world, cinematic, epic, hyper realism, concept, concept art, dark fantasy world,.",1,all_data/1/144.jpg
145,"The urban future is what you'll find inside this video, a perfect blend of sci fi and street art culture.",3,all_data/3/145.jpg
146,Epic mountain with water fall in landscape style.,2,all_data/2/146.jpg
147,The living room of a cozy wooden house.,3,all_data/3/147.jpg
148,"Landscape with waves, atmosphere, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista ph",2,all_data/2/148.jpg
149,"Lifestyle, stylish and cozy room, large wood wall, glass windows.",3,all_data/3/149.jpg
150,"A castle in the fog, concept art, painting, concept art, concept art for film.",1,all_data/1/150.jpg
151,"A digital illustration of a beautiful animal like lion, deer, fox, dog, elephant etc.",3,all_data/3/151.jpg
152,"The sun is going down but the sky over the sea is still in the dark blue, with the yellowish orange sky, the sunset, the red clo",1,all_data/1/152.jpg
153,"Fantasy castle, fantasy art, world of warcraft, concept art.",2,all_data/2/153.jpg
154,"A world of fire, atmospheric, hyper realistic, 8k.",3,all_data/3/154.jpg
155,"The bedroom at night in a modern house in the year 2100, a modern and cosy design of a small space, a bedroom.",3,all_data/3/155.jpg
156,A modern day painting on a canvas with a futuristic atmosphere.,0,all_data/0/156.jpg
157,"A world of fire, atmospheric, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photog",3,all_data/3/157.jpg
158,"Modern art, fashion, architecture, architecture 3d, hyper realistic, hyperreal, hyper deta.",1,all_data/1/158.jpg
159,"Storm ocean at night, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photography.",3,all_data/3/159.jpg
160,"Indian villages & temples, the most unique ancient architecture, ancient indian and indonesian culture, indian temple photograph",2,all_data/2/160.jpg
161,"A beautiful, colourful, floral nature scene, with yellow, green and blue flowers, blue sky, green trees, floral design and colou",0,all_data/0/161.jpg
162,A photo of the inside of a museum showing various models of aircraft from different eras.,1,all_data/1/162.jpg
163,A portrait covered by a transparent piece of wood.,3,all_data/3/163.jpg
164,The epic cityscapes that are often found in most urban fantasy novels or.,1,all_data/1/164.jpg
165,"Modern day city scene, landscape architecture, hyper realistic, 8k, epic composition, cinematic, octane render, artstation lands",3,all_data/3/165.jpg
166,"A surreal world of fire, atmospheric, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vist",3,all_data/3/166.jpg
167,"Modern art painting on white wall, minimalist concept art, modern painting,.",1,all_data/1/167.jpg
168,"The hallway of the castle with a high ceiling, a large picture window showing a beautiful view, windows are open.",3,all_data/3/168.jpg
169,A dark interior with a light colored backdrop.,3,all_data/3/169.jpg
170,"The Legend of Zelda, Ancient indonesia, indonesian villagers, punakawan warriors and priests 8k cinematic, octane render, artsta",3,all_data/3/170.jpg
171,A detail on screen that helps the viewer to figure out what he is seeing on.,1,all_data/1/171.jpg
172,"The Legend of Zelda forest, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photogra",2,all_data/2/172.jpg
173,"The legend of Zelda   Skyward Sword, The Legend of Zelda, epic, large landscape vista.",3,all_data/3/173.jpg
174,"City as a work of art to watch, hyper realistic urban landscape architecture, 8k, photorealistic vista photow.",3,all_data/3/174.jpg
175,"A cool art station fantasy land, a digital artstation landscape of futuristic world.",2,all_data/2/175.jpg
176,"Art deco, modern, glass office, concrete walls, black office, contemporary office furniture.",3,all_data/3/176.jpg
177,"Abstract, minimalism animation, stylized, vector illustration, motion graphic, motion design, art deco, abstract illustration,.",3,all_data/3/177.jpg
178,"The living room of a cozy wooden house with a fireplace, at night.",2,all_data/2/178.jpg
179,"A world of fog, atmospheric, hyper realistic, 8k, epic composition, cinematic, octane render, artstation.",2,all_data/2/179.jpg
180,"Another set of world of warcraft screenshots :dynamic, realistic, night, night vision, high quality.",3,all_data/3/180.jpg
181,"The world’s first fully electric, fully autonomous car, future concepts of car artstation landscape vista photography.",0,all_data/0/181.jpg
182,"The Last of Us landscape :cinematic, hyper realistic, 5.",1,all_data/1/182.jpg
183,"Cute little kitten in a little bowl eating food, cute little kitten in a little.",3,all_data/3/183.jpg
184,"City Lights in World of Warcraft : City Lights World City Lights World World Of Warcraft, City.",0,all_data/0/184.jpg
185,"A scene of an indoor event scene, stage, indoor, party, wedding, formal, dancing, formal attire.",1,all_data/1/185.jpg
186,"World map with roads at night, city scenes, lights, cars, buildings in detail, city atmosphere etc.",1,all_data/1/186.jpg
187,"A city with a river at night, urban landscape, night cityscape, hyper realistic, 8k, epic composition, cinematic, octane render,",3,all_data/3/187.jpg
188,"A concept of a car with a high mounted antenna that could be switched on to block wifi signals, giving drivers a.",3,all_data/3/188.jpg
189,"Architecture view, open plan, white walls, wooden floor, large windows.",3,all_data/3/189.jpg
190,"Zelda Link to the past landscape atmospheric, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landsc",3,all_data/3/190.jpg
191,"Desert desert, sand, sky blue, blue tones, blue.",3,all_data/3/191.jpg
192,"Photo about water in a dark place, surreal nature, photo in a fog, hyper realistic, hyper real.",3,all_data/3/192.jpg
193,A list of the best and most beautiful images of the world.,2,all_data/2/193.jpg
194,"Forest landscape, high country, high mountains, serene forest.",3,all_data/3/194.jpg
195,"Interior design, kitchen and living room, modular furniture with cotton textiles, wooden floor,.",3,all_data/3/195.jpg
196,"Landscapes, city, concept, architecture, art style, style, architecture, epic, cityscape, hyper realism, high rez.",3,all_data/3/196.jpg
197,A wide angle panorama photo of a cityscape with a futuristic super jet landing next to it.,3,all_data/3/197.jpg
198,"A fantasy landscape painting made in photoshop, abstract, creative vision,.",0,all_data/0/198.jpg
199,"I'm interested in art, and I love dogs.",0,all_data/0/199.jpg
200,"Sea of clouds, hyper realistic, 8k, cinematic, octane render, artstation landscape vista photography.",3,all_data/3/200.jpg
201,a digital canvas where you can edit the image and share the final work.,2,all_data/2/201.jpg
202,"High angle ocean storm, hyper realistic, 8k, epic composite, cinematic, octane render, artstation landscape vista photography.",3,all_data/3/202.jpg
203,"Modern style and color combination, clean, space & light, modern day, futuristic architecture and.",3,all_data/3/203.jpg
204,"Cylinder with light blueish colour, high quality, pixar, movie, animated.",3,all_data/3/204.jpg
205,"Artistic drawing style portrait, portrait drawing in pencil, charcoal, graphite, water.",3,all_data/3/205.jpg
206,A painting by zoran svrcek made of steel and copper.,2,all_data/2/206.jpg
207,"The inside of the temple, ruins, inside, d & d, concept art, ruins, concept art, concept art, interior.",3,all_data/3/207.jpg
208,A great animated graphic design showing how a house cat has an image of cat.,2,all_data/2/208.jpg
209,"Castle in forest with trees in background, sky, clouds, mountains, forest,.",3,all_data/3/209.jpg
210,"The ruins of old city walls and towers in a beautiful misty landscape, atmospheric concept art, atmospheric.",2,all_data/2/210.jpg
211,"Fire forest, waterfall, lake and mountains (detail), cinematic, detailed, atmospheric, epic, concept art, Matte painting, backgr",3,all_data/3/211.jpg
212,I wanted to create this scene with a view of a desert.,2,all_data/2/212.jpg
213,"A great photo that shows off a city skyline from a really cool location, city.",3,all_data/3/213.jpg
214,A scene of a futuristic fighter plane in space and the atmosphere around it.,1,all_data/1/214.jpg
215,"A night train, train vista, the train travels.",2,all_data/2/215.jpg
216,"A detailed digital painting, concept art, character concepts, drawing, 3D, art and imagination.",3,all_data/3/216.jpg
217,"Night sky with galaxies, galaxy nebula, star field, star trails,.",3,all_data/3/217.jpg
218,A beautiful cityscape in the year 2100 on the planet earth.,2,all_data/2/218.jpg
219,"Hyper detailed waterwave, octane renderer, 8k, surreal, epic, cinematic, 3D art, artistic.",2,all_data/2/219.jpg
220,"Cinematic cityscape, cinematic cityscapes, matte painting, 8k city,.",2,all_data/2/220.jpg
221,A vintage image of a painting by Paul Gauguin.,1,all_data/1/221.jpg
222,"A character concept in his car from the movie Cars (sans the movie itself, or any characters lol, car concept only).",3,all_data/3/222.jpg
223,"Luxurious chateau in nature, high detailed, concept art, luxurious, concept art, luxe.",3,all_data/3/223.jpg
224,This is the main character on the cover image for the new album that's out now.,1,all_data/1/224.jpg
225,"The night sky with starry sky and the moon, night dream, fantasy, atmospheric, hyper realistic, 8k, epic composition, cinematic,",2,all_data/2/225.jpg
226,"An epic shot of a fighter plane from the future destroying the wall of an ancient castle in a massive battle sequence, backgroun",2,all_data/2/226.jpg
227,"Dream house urban living room, minimalist, mid century.",3,all_data/3/227.jpg
228,"A cityscape in northern europe, night lights, realistic, atmospheric, 8k.",2,all_data/2/228.jpg
229,A realistic high frequency rendered image that can be used for a web background or any kind of illustration.,1,all_data/1/229.jpg
230,"A street in the city, modern architecture, clean lines, grey stone walls, contemporary, glass elevator, at night, neon lights.",3,all_data/3/230.jpg
235,"New era, epic, rain drops, futuristic, night, city, world war 2, realistic, space, rain, and.",3,all_data/3/235.jpg
237,"The living room of a modern house with natural stone and wooden floors, open plan, large glass windows, black leather sofa and a",1,all_data/1/237.jpg
239,"A concept art for an action movie, the main character is in focus, close up.",1,all_data/1/239.jpg
242,"A design of a character from the pokemon franchise, in 3D with realistic character and background, style of illustration and des",1,all_data/1/242.jpg
243,"My artworks are a mixture between surrealism, realism and fantasy, these are pieces.",3,all_data/3/243.jpg
246,"A panoramic skyscraper portrait with a sunset view, panoptic view, HDR, vista, panorama photo, landscape photography, aerial vis",1,all_data/1/246.jpg
247,"A hyper realistic concept of a superhero concept illustration,.",3,all_data/3/247.jpg
248,"The living room of a cozy wooden house with a fireplace at night, interior design, d & d concept art, d & d wallpaper.",1,all_data/1/248.jpg
252,"A photo shoot of a model shot in a surreal, 8.",1,all_data/1/252.jpg
256,A photograph of the artist painted in a realistic style.,1,all_data/1/256.jpg
257,"High realistic scene, epic scene, high detail outdoor scene, epic photo realistic, 8k, realistic landscape,.",1,all_data/1/257.jpg
258,A high definition close up of a blue flower with red tinges.,3,all_data/3/258.jpg
259,"A futuristic futuristic jet plane flying through the sky, detailed, epic, colourful, sci fi.",1,all_data/1/259.jpg
262,"Fantasy painting, background details, background city, concept art, concept art poster, concept art sample,.",3,all_data/3/262.jpg
267,"A view from this high above, a great look and feel.",1,all_data/1/267.jpg
269,"3d rendering for architectural, architectural models, architecture design, 3d building architecture drawings, architectural illu",1,all_data/1/269.jpg
272,An abstract art landscape photo with the most amazing sunset in the world by artist.,3,all_data/3/272.jpg
275,"Two characters with swords fighting on top of their city, epic, fantasy world design.",3,all_data/3/275.jpg
276,"The surrealism of dreams and dreams of surrealism, hyper realistic, 3d, hyper resolution, world of warcraft, fantasy.",1,all_data/1/276.jpg
277,A clean realistic style vector typographic graphic image.,3,all_data/3/277.jpg
279,"Medieval fantasy art, high resolution, epic fantasy, fantasy art from disney.",1,all_data/1/279.jpg
281,"A landscape photo realistic image, photo realistic photo.",3,all_data/3/281.jpg
283,"Rough forest storm atmosphere, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscape vista photo",3,all_data/3/283.jpg
284,"A new world with its roots in ancient mythology, modern, 8k, artistic, epic.",0,all_data/0/284.jpg
285,"The dragon riding warrior by disney, a hero with.",1,all_data/1/285.jpg
286,"A high dynamic range or HDR image, a single image is a combination of several exposures to achieve a much greater dynamic range,",3,all_data/3/286.jpg
287,"Colorful flower petals, a garden with trees and flowering lilly type plants.",3,all_data/3/287.jpg
292,"The last trailer of world war z on youtube, world war t poster, world war t trailer, world war z youtube, world war t film, worl",1,all_data/1/292.jpg
293,"A portrait of a futuristic world inspired by science fiction, the concept of the character, and what's going on.",1,all_data/1/293.jpg
296,"A portrait of an actor playing a character, a shot showing the character.",1,all_data/1/296.jpg
301,"The interior of house is located in a park in the middle of the country, close to sea, close to mountains.",1,all_data/1/301.jpg
303,A dark toned cityscape made with the light of day to the side and a.,1,all_data/1/303.jpg
307,"An atmospheric world of darkness, abstract, hyper realistic, 8k, epic composition, cinematic, octane render, artstation landscap",3,all_data/3/307.jpg
309,"Concept art for a movie poster, abstract concept art, rough concept piece.",3,all_data/3/309.jpg
310,"A landscape art fantasy of epic realism, hyper realistic, 8k, landscape photography, abstract, design by leonardo.",3,all_data/3/310.jpg
315,"Beautiful art deco, futuristic wall, architecture, lighting, artstation.",3,all_data/3/315.jpg
318,"The perfect combination of light and shadows, a place that is not real, surreal.",3,all_data/3/318.jpg
322,"City city city city city city, city city city, city city, the city!.",1,all_data/1/322.jpg
323,The first and the last and the only.,1,all_data/1/323.jpg
325,"World of warcraft, fantasy, fantasy art, fantasy art, fantasy art, fantasy art.",1,all_data/1/325.jpg
332,"A list of every word in the english language with its definition, thesaurus, synonyms, examples of.",2,all_data/2/332.jpg
338,Cute cartoonish drawing on paper about a comic book.,3,all_data/3/338.jpg
350,"A futuristic super jet, flying through a futuristic Tokyo street, with a speed of about 270k, super jet racing at full power, oc",3,all_data/3/350.jpg
357,"A character concept, character portrait, character body, character, character portrait, character superrealistic, full body.",2,all_data/2/357.jpg
366,"Concept art of a futuristic space ship, modern, spacey, no, one, interior and spaceship, flying in the background, futuristic co",2,all_data/2/366.jpg
377,"A surreal landscape, a dream image art, a fantasy illustration, an atmospheric composition, hyper realistic, 8k, epic compositio",3,all_data/3/377.jpg
385,"A beautiful city at night and in the day, beautiful city sceneries, a city at night, a city in the day.",3,all_data/3/385.jpg
390,"The new york skyline skyline cityscape, artstation city skyline, cityscape photorealistic, d & d skyscape, cityscape, panoramic,",3,all_data/3/390.jpg
392,A graphic concept of a super hero concept and a different style of logo concept.,1,all_data/1/392.jpg
395,"A futuristic fantasy science fiction cyberpunk world, hyper realistic, 8k, epic composition, cinematic, octane render, artstatio",3,all_data/3/395.jpg
399,"An illustration of car crashes, black background with white circles moving fast at the end, and a red ball.",1,all_data/1/399.jpg
